Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Mercedes-Benz,CLA AMG Edition 1,2021,31 235 km,Automatique,8 cv,Hybride,5,1000,Traction,169 900
Mini,5 portes,2021,18 000 km,Automatique,7 cv,Essence,4,1198,Traction,120 000
BMW,Série 3 coupé,2010,156 000 km,Automatique,9 cv,Essence,5,5555,Traction,62 000
Mahindra,KUV 100 K6+,2021,63 000 km,Manuelle,5 cv,Essence,4,999,Traction,30 000
Haval,Jolion 1 ere,2023,30 000 km,Automatique,9 cv,Essence,5,1400,Traction,93 000
Peugeot,308,2023,48 000 km,Automatique,7 cv,Diesel,4,1500,Traction,126 000
Volkswagen,Tiguan R-Line,2023,54 723 km,Automatique,9 cv,Essence,5,1998,Traction,198 000
Peugeot,Expert,2019,139 199 km,Manuelle,6 cv,Diesel,4,3000,Traction,59 000
Volkswagen,Golf 8 R-Line,2022,36 651 km,Automatique,8 cv,Hybride,4,1500,Traction,138 000
Mini,Cabrio,2010,86 111 km,Manuelle,7 cv,Essence,4,1400,Traction,48 000
KIA,Picanto 1 ère main,2024,0 km,Automatique,5 cv,Essence,5,4698,Traction,61 000
Porsche,Cayman S,2008,39 508 km,Manuelle,21 cv,Essence,4,1500,Traction,275 000
Seat,Ibiza,2021,99 519 km,Manuelle,4 cv,Essence,5,2000,Traction,54 000
Toyota,Land Cruiser,2003,316 620 km,Automatique,12 cv,Diesel,3,3000,Traction,119 000
Mercedes-Benz,GLC Coupé AMG,2020,82 415 km,Automatique,10 cv,Hybride,4,1500,Traction,230 000
Mercedes-Benz,Classe C AMG,2011,249 000 km,Automatique,9 cv,Essence,5,998,Traction,65 000
Mercedes-Benz,Classe C,2021,30 570 km,Automatique,8 cv,Essence,5,1242,Traction,178 000
Mercedes-Benz,CLA AMG,2024,1 000 km,Automatique,8 cv,Hybride,4,2000,Traction,225 000
Volkswagen,Golf 8,2020,85 181 km,Manuelle,5 cv,Essence,4,1998,Traction,88 000
Volkswagen,Golf 7 Join,2018,86 000 km,Manuelle,6 cv,Essence,5,1498,Traction,79 000
Volkswagen,T-roc,2019,74 107 km,Manuelle,6 cv,Essence,4,1998,Traction,78 000
Renault,Symbol,2020,115 000 km,Manuelle,5 cv,Essence,5,1500,Traction,36 000
Mercedes-Benz,CLA AMG,2023,18 500 km,Automatique,8 cv,Hybride,,,Traction,185 000
Mercedes-Benz,Classe A AMG,2018,68 000 km,Automatique,8 cv,Essence,5,1200,Traction,135 000
BMW,Série 3 Luxury,2013,112 000 km,Automatique,7 cv,Essence,4,900,Traction,65 000
Audi,Q5 S-line,2015,176 000 km,Automatique,10 cv,Diesel,4,1499,Traction,110 000
Mercedes-Benz,Classe C AMG,2019,145 000 km,Automatique,6 cv,Diesel,5,1497,Traction,145 000
Peugeot,2008,2018,125 000 km,Automatique,6 cv,Essence,4,1598,Traction,55 000
Mercedes-Benz,Classe A AMG,2019,141 000 km,Automatique,7 cv,Diesel,4,1390,Traction,119 000
KIA,Sportage Hybride GT-Line,2023,37 400 km,Automatique,10 cv,Hybride,5,1500,Traction,155 000
Hyundai,ix35,2013,324 765 km,Automatique,11 cv,Diesel,5,1399,Intégrale,55 000
Volkswagen,Tiguan Highline,2019,127 546 km,Automatique,8 cv,Essence,4,1197,Traction,125 000
KIA,Cerato 5p,2014,180 000 km,Automatique,8 cv,Essence,5,2000,Traction,41 500
Peugeot,508 Allure,2019,111 000 km,Automatique,7 cv,Diesel,4,1198,Propulsion,95 000
Mazda,CX-7,2011,154 667 km,Automatique,15 cv,Essence,5,1000,Traction,28 600
BMW,M3 Individual full options,2008,140 000 km,Automatique,30 cv,Essence,4,1198,Propulsion,Non dédouané                    150 000
Peugeot,4008,2014,99 000 km,Manuelle,9 cv,Essence,5,1197,Traction,47 900
Audi,Q3 Sportback S-Line,2021,68 000 km,Automatique,8 cv,Essence,4,1598,Traction,188 000
Land,Rover Range Rover Sport HSE Dynamic,2020,89 000 km,Automatique,19 cv,Hybride,4,1000,Traction,370 000
Mercedes-Benz,GLC Coupé AMG,2020,68 000 km,Automatique,12 cv,Hybride,4,1499,Traction,258 000
KIA,Sportage GT-Line,2017,155 000 km,Automatique,10 cv,Diesel,3,4000,Traction,92 000
Fiat,500 Cult Club,2023,3 000 km,Automatique,5 cv,Essence,4,1500,Traction,62 000
Mercedes-Benz,Classe A AMG,2021,60 000 km,Automatique,7 cv,Essence,,,Traction,115 000
Volkswagen,Tiguan R-Line,2019,160 000 km,Automatique,8 cv,Essence,5,1200,Traction,110 000
Volkswagen,Scirocco,2010,200 000 km,Manuelle,7 cv,Essence,5,1599,Traction,40 000
Audi,A5 Sportback,2019,80 000 km,Automatique,8 cv,Essence,5,1566,Traction,115 000
Hyundai,Tucson,2018,81 000 km,Automatique,10 cv,Diesel,5,1600,Traction,100 000
Land,Rover Discovery,2016,110 000 km,Automatique,15 cv,Essence,4,1200,Propulsion,125 000
Mercedes-Benz,Classe A,2021,90 000 km,Automatique,7 cv,Essence,2,1230,Traction,110 000
Hyundai,Tucson Hybride Top Grade,2023,16 000 km,Automatique,7 cv,Diesel,5,1199,Traction,178 000
Peugeot,508,2018,145 000 km,Automatique,7 cv,Essence,3,4200,Traction,51 000
Mercedes-Benz,Classe C coupé AMG,2019,120 000 km,Automatique,8 cv,Essence,5,4000,Propulsion,145 000
Land,Rover Range Rover Sport,2017,90 000 km,Automatique,19 cv,Diesel,4,1798,Propulsion,230 000
Porsche,Cayenne,2015,158 000 km,Automatique,31 cv,Essence,5,999,Propulsion,220 000
BMW,Série 3,2015,210 000 km,Automatique,7 cv,Essence,4,3598,Propulsion,67 000
Mercedes-Benz,Classe C,2013,180 000 km,Automatique,9 cv,Essence,5,1498,Propulsion,66 000
Renault,Kadjar,2021,98 000 km,Automatique,7 cv,Essence,5,1498,Traction,83 000
Land,Rover Range Rover Sport,2007,208 000 km,Automatique,13 cv,Diesel,5,1600,Propulsion,85 000
Audi,Q3,2023,40 000 km,Automatique,8 cv,Hybride,5,1600,Traction,200 000
KIA,Sportage,2018,140 000 km,Automatique,10 cv,Diesel,5,999,Traction,118 000
Land,Rover Range Rover Sport,2020,80 000 km,Automatique,17 cv,Hybride,5,2000,Intégrale,310 000
Audi,A3 Berline Ambition,2016,122 000 km,Automatique,6 cv,Essence,4,1600,Traction,65 000
Audi,Q3 S-line,2011,237 000 km,Automatique,10 cv,Diesel,5,1000,Traction,63 000
KIA,Rio 5p EX,2019,69 000 km,Manuelle,5 cv,Essence,5,1000,Traction,47 000
Volkswagen,Passat,2016,193 500 km,Manuelle,7 cv,Essence,4,999,Traction,55 000
Volkswagen,Golf 7 Style Plus,2019,158 800 km,Automatique,6 cv,Essence,4,1598,Traction,61 500
Renault,Grand Espace toute option,2024,2 000 km,Manuelle,5 cv,Diesel,2,4000,Traction,79 000
Volkswagen,Polo Sedan Highline,2021,84 000 km,Manuelle,5 cv,Essence,5,1197,Traction,53 000
Audi,Q5,2013,157 000 km,Automatique,10 cv,Diesel,5,1200,Intégrale,89 000
BMW,X5 Pack M,2015,170 000 km,Automatique,13 cv,Diesel,5,1400,Intégrale,148 000
BMW,X4 Kit M,2021,47 000 km,Automatique,15 cv,Essence,2,1332,Traction,258 000
Volkswagen,Golf 8,2021,70 000 km,Manuelle,7 cv,Essence,4,1300,Traction,94 000
Hyundai,Tucson Top Grade,2020,80 000 km,Automatique,7 cv,Diesel,4,900,Traction,98 000
BMW,X5,2016,102 000 km,Automatique,13 cv,Diesel,5,1999,Intégrale,168 000
Land,Rover Range Rover Sport,2016,96 000 km,Automatique,24 cv,Essence,4,3000,Propulsion,198 000
Peugeot,3008 GT-Line,2018,30 000 km,Automatique,9 cv,Essence,5,1991,Traction,95 000
Mercedes-Benz,GLE Coupé,2021,71 000 km,Automatique,8 cv,Hybride,5,1499,Propulsion,358 000
Ford,Puma Hybrid,2020,10 000 km,Manuelle,6 cv,Hybride,5,1699,Traction,79 000
Volkswagen,Golf 8 R-Line,2023,14 000 km,Automatique,8 cv,Essence,4,2000,Traction,158 000
Nissan,Qashqai,2018,97 000 km,Automatique,6 cv,Essence,5,998,Traction,73 000
Mercedes-Benz,CLA AMG,2020,117 000 km,Automatique,6 cv,Diesel,,,Traction,148 000
Mercedes-Benz,Classe A A 180 D,2020,161 000 km,Automatique,6 cv,Diesel,4,1498,Traction,108 000
Audi,Q3 Sportback S-Line,2020,15 000 km,Automatique,8 cv,Essence,3,1200,Traction,162 000
Mercedes-Benz,Classe A AMG,2022,44 000 km,Automatique,6 cv,Hybride,4,1598,Traction,148 000
Mercedes-Benz,Classe C,2022,71 000 km,Automatique,9 cv,Hybride,4,1400,Propulsion,195 000
Toyota,C-HR,2020,165 000 km,Automatique,6 cv,Essence,5,1599,Traction,75 000
KIA,Cerato KOUP,2010,204 000 km,Manuelle,7 cv,Essence,5,1395,Traction,30 000
Seat,Ibiza,2020,36 000 km,Manuelle,4 cv,Essence,5,1200,Traction,54 000
Skoda,Octavia Style,2016,360 000 km,Automatique,8 cv,Essence,5,1499,Traction,36 000
Fiat,Panda City Cross,2021,82 675 km,Manuelle,4 cv,Essence,4,1998,Traction,38 000
Fiat,Doblo,2021,41 000 km,Manuelle,6 cv,Essence,4,2987,Traction,51 000
Volkswagen,Golf 7 importee toit pano,2019,65 000 km,Manuelle,5 cv,Essence,5,1499,Traction,73 000
