Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
chery,tiggo-7 1.5-t-cvt,99 580DTTTC,9.7s,,,Avant | Arrière,,,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,3,,EBA | EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres | Démarrage à distance,Ouverture et fermeture motorisée | Ouverture mains libres | Ouverture à distance,,2 USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,7.9L/100 km,,,,,,,210nm1750tr/min,,1498CM³,,,EPS,Sur arrivage,,,,,Tactile | 10.1 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,7 ans ou 200000 km,1705mm,7 pouces,En aluminium | 18'',,,Porte-lunettes,,,1842mm,,,4500mm,,,Sport | Eco,,4,,5,5,9,,,,Métallisée,Full LED,,,Cuir,,,147CH,,9CV,,,,,,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir perforé,,Conducteur à réglage électrique | 6 directions | Réglage lombaire | Passager partiellement électrique,Conducteur et passager,,,,,,,,HDC,,,,,,,Ouvrant | Panoramique,,Traction,,185KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions | à méplat,En hauteur et en profondeur,475L,,,
chery,tiggo-8-pro 1.6-t-7-dct,129 590DTTTC,8.9s,,,Avant | Arrière,,HAC,,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,,,,ESP,,3,,EBA | EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,Ouverture et fermeture motorisée | Ouverture mains libres | Ouverture à distance,,2 USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,6.2L/100 km,7L/100 km,8.6L/100 km,,,,,,290nm2000tr/min,,1598CM³,,,Électrique,Disponible,,,,,Tactile | 12.3 pouces,Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,5 ans,1705mm,12.3'',En aluminium | 18'',,,Porte-lunettes,,,1860mm,,,4722mm,,,Normal | Sport | Eco,,4,,7,5,7,,,,Métallisée,Full LED,,,Cuir,,,197CH,,11CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés | Éclairage d'accueil à LED,Cuir perforé,,Conducteur à réglage électrique | 6 directions | Réglage lombaire,Conducteur et passager,,,,,,,,HDC,,,,,,,Ouvrant | Panoramique,,Traction,,185KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions | à méplat | Avec palettes,En hauteur et en profondeur,889L,,1930L,
chevrolet,groove 1.5-l-premier-2022,85 825DTTTC,13.2s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESC | ESP,,,,EBD,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,,7.3L/100 km,,,,TPMS,,,140nm3600tr/min,,1485CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,2 ans,1615mm,,En aluminium | 16'',,,,,,1740mm,,,4220mm,,,Sport | Eco,,4,,5,5,,,,,,,,Chromées,Cuir,,,106CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Avec clignotants intégrés,Tissu | Surpiqures,,Conducteur à réglage électrique | 4 directions,Conducteur,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,160KM/H,Teintées,Avant/Arrière,,Cuir | 3 branches,En hauteur,320L,,,
chevrolet,captiva 1.5-turbo-cvt-2025-5-places#specs,105 913DTTTC,9.5s,,,Avant | Arrière,,Autohold | HSA,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESC | TCS,,,,EBD,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,7.6L/100 km,9.2L/100 km,12L/100 km,,,TPMS,,,255nm2400tr/min,,1451CM³,,,Électrique,Disponible,,,,,Tactile | 10.4 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1750mm,7 pouces,En aluminium | 18'',,,Porte-lunettes,,,1835mm,,,4670mm,,,Normal | Sport,,4,,5,5,8,,,,,LED,,Chromées,Chromé,,,147CH,,9CV,,,,,,,,Électriques | Avec clignotants intégrés,Similicuir perforé,Chromés,Conducteur à réglage électrique | 6 directions,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,180KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,429L,,1051L,
chevrolet,captiva 1.5-turbo-cvt-2025-7-places#specs,109 913DTTTC,9.5s,,,Avant | Arrière,,Autohold | HSA,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESC | TCS,,,,EBD,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth,7.6L/100 km,9.2L/100 km,12L/100 km,,,TPMS,,,255nm2400tr/min,,1451CM³,,,Électrique,Disponible,,,,,Tactile | 10.4 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1750mm,7 pouces,En aluminium | 18'',,,Porte-lunettes,,,1835mm,,,4670mm,,,Normal | Sport,,4,,7,5,8,,,,,LED,,Chromées,Chromé,,,147CH,,9CV,,,,,,,,Électriques | Avec clignotants intégrés,Similicuir perforé,Chromés,Conducteur à réglage électrique | 6 directions,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,180KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,429L,,1051L,
chevrolet,equinox 1.5-turbo-bva-awd,148 968DTTTC,N.C,,,,,,,Radar de recul | Radar avant | Radar latéral | Caméra de recul | Parkassist,,Frontaux | Latéraux,,,,1 prise 12 V,,,ESP,,,,,,,,7 haut-parleurs | Haut-parleurs Bose | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Démarrage à distance,Ouverture mains libres,,USB | Android Auto | Bluetooth | Chargeur de téléphone sans fil,6.3L/100 km,7.5L/100 km,9.7L/100 km,,,,,,275nm2000tr/min,,1451CM³,,,Électrique,Disponible,,,,,Tactile | 8 pouces,,,Essence,,À distance,,,,Éléctrique,,2 ans,1697mm,,En aluminium | 19'',,,Porte-lunettes,,,1843mm,,,4652mm,,,,,4,,5,5,6,,,,,,,,Cuir,,,172CH,,10CV,,,,,,,,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir,,Électriques | Chauffants | Fonction mémoire,,,,,,,,,,,,,,,,Ouvrant,,Intégrale,,185KM/H,,Avant/Arrière,,Cuir | 3 branches,En hauteur et en profondeur,846L,,,
citroen,c3-populaire 1.2-l,34 626DTTTC,13.3s,,,,,,,,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESP,,3,,AFU,,,,4 haut-parleurs,,,,,,,,Manuelle,,,,,Citadine,,,,Manuelle,,,,,USB | Bluetooth,4.7L/100 km,5.4L/100 km,6.4L/100 km,,,,,,118nm2750tr/min,,1199CM³,,,,Disponible | Sous réserve d'acceptation du dossier par le ministère du commerce,,,,,,Poignées de portes,,Essence,,À distance,Feux de jour,Noir brillant,,,,3 ans,1474mm,,15'',,,,,,1749mm,,,3999mm,,,,,3,,5,5,5,,,,Métallisée +360 DT,LED,,,,,,75CH,,4CV,,,,,,,,Électriques | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,175KM/H,,Avant,,Multi-fonctions,En hauteur et en profondeur,300L,,,
citroen,c4-x 1.2-l-eat8-plus#specs,89 900DTTTC,9.7s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP | ASR,,,,AFU,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,,,USB | Android Auto | Apple Carplay | Bluetooth | Mirrorlink,5.2L/100 km,6L/100 km,7.4L/100 km,,,,,,230nm1750tr/min,,1199CM³,,,,Disponible,,,,,Tactile | 10 pouces,Poignées de portes,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,3 ans ou 100.000 KM,1525mm,"5.5""",En aluminium | 17'',,,,,,1800mm,,,4600mm,,,,,3,,5,4,8,,,,,Signature LED | LED,,,,,,130CH,,7CV,,,,,,,,Électriques | Rabattables | Dégivrants | Avec capuchons noirs | Avec clignotants intégrés,Tissu,,Réglage lombaire,Conducteur et passager,,,,,,Butées hydrauliques progressives,,,,,,,,,,,Traction,,200KM/H,,Avant/Arrière,,Multi-fonctions | Croûte de cuir,En hauteur et en profondeur,510L,,,
citroen,c4-x 1.2-l-eat8-max#specs,94 900DTTTC,9.7s,,,Avant,,,,Radar de recul | Radar avant | Radar latéral | Caméra de recul,,Frontaux | Latéraux | Rideaux,,,,,,,ESP | ASR,,,,AFU,,,,Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique | Bizone | Ventilation arrière,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Mirrorlink,5.2L/100 km,6L/100 km,7.4L/100 km,,,,,,230nm1750tr/min,,1199CM³,,,,Disponible,,,,,Tactile | 10 pouces,Poignées de portes,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,3 ans ou 100.000 KM,1525mm,"5.5""",En aluminium | 17'',,,Poches aumônières,,,1800mm,,,4600mm,,,,,3,,5,4,8,,,,,Signature LED | LED,,,,,,130CH,,7CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec capuchons noirs | Avec clignotants intégrés,Similicuir/Tissu,,Réglage lombaire,Conducteur et passager,,,,,,Butées hydrauliques progressives,,,,,,,,,,,Traction,,200KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Multi-fonctions | Croûte de cuir,En hauteur et en profondeur,510L,,,
citroen,berlingo-van 1.6-l-hdi#specs,67 490DTTTC,13.4s,,,,,,,,,Frontal conducteur,,,,,,,ESP,,,,,,,,Radio numérique DAB,,,,,,,,Manuelle,,,,,Utilitaire,,650KG,,Manuelle,,,,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | 1 fente pour carte SD | Mirrorlink,4.3L/100 km,4.8L/100 km,5.1L/100 km,,,,,,215nm1750tr/min,,1560CM³,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Diesel,,À distance,,,,,,3 ans,1803mm,,15'',,,,,,1848mm,,,4403mm,,,,,4,,2,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,5,,,,,,,,,,,92CH,,5CV,,,,,,,,Électriques | Dégivrants,Tissu,,,,,,,,,,,,,,Tapis de coffre PVC,,,,,,Traction,,160KM/H,,Avant,,,En hauteur et en profondeur,,,,3.3m³
citroen,berlingo-van 1.6-l-hdi-1000-kg#specs,68 490DTTTC,13.4s,,,,,,,,,Frontal conducteur,,,,,,,ESP,,,,,,,,Radio numérique DAB,,,,,,,,Manuelle,,,,,Utilitaire,,1000KG,,Manuelle,,,,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | 1 fente pour carte SD | Mirrorlink,4.3L/100 km,4.8L/100 km,5.1L/100 km,,,,,,215nm1750tr/min,,1560CM³,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Diesel,,À distance,,,,,,3 ans,1803mm,,16'',,,,,,1848mm,,,4403mm,,,,,4,,2,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,5,,,,,,,,,,,92CH,,5CV,,,,,,,,Électriques | Dégivrants,Tissu,,,,,,,,,,,,,,Tapis de coffre PVC,,,,,,Traction,,160KM/H,,Avant,,,En hauteur et en profondeur,,,,3.3m³
citroen,berlingo-van 1.6-l-hdi-xl-1000-kg#specs,69 900DTTTC,13.4s,,,,,,,,,Frontal conducteur,,,,,,,ESP,,,,,,,,Radio numérique DAB,,,,,,,,Manuelle,,,,,Utilitaire,,1000KG,,Manuelle,,,,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | 1 fente pour carte SD | Mirrorlink,4.3L/100 km,4.8L/100 km,5.1L/100 km,,,,,,215nm1750tr/min,,1560CM³,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Diesel,,À distance,,,,,,3 ans,1803mm,,16'',,,,,,1848mm,,,4753mm,,,,,4,,2,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,5,,,,,,,,,,,92CH,,5CV,,,,,,,,Électriques | Dégivrants,Tissu,,,,,,,,,,,,,,Tapis de coffre PVC,,,,,,Traction,,160KM/H,,Avant,,,En hauteur et en profondeur,,,,3.9m³
citroen,jumpy-fourgon 2.0-l-hdi,84 900DTTTC,9.9s,,,Avant conducteur,,,,Radar de recul,,Frontaux,,,,,,,ESP,,,,,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,1000KG,,Manuelle,,,,,USB | Bluetooth,5.2L/100 km,5.5L/100 km,6L/100 km,,,,,,370nm2000tr/min,,1997CM³,,,Électrique,Disponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,1935mm,,16'',,,,,,1920mm,,,5309mm,,,,,4,,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,150CH,,7CV,,,,,,,,Électriques,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,170KM/H,,Avant,,,,,,,5.3m³
citroen,jumper 2.2-l-hdi-l1h1-8m3#specs,89 900DTTTC,N.C,,,Avant conducteur,,,,Radar de recul,,Frontal conducteur,,,,1 prise 12 V,,,ESP,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,1390KG,,Manuelle,,,,,,N.C,N.C,N.C,,,,,,340nm1750tr/min,,2179CM³,,,,Disponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,2254mm,,16'',,,,,,1870mm,,,4963mm,,,,,4,,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,140CH,,7CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,N.C,,Avant,,,En hauteur et en profondeur,,,,8m³
citroen,jumper 2.2-l-hdi-l2h2-11.5m3#specs,91 900DTTTC,N.C,,,Avant conducteur,,,,Radar de recul,,Frontal conducteur,,,,1 prise 12 V,,,ESP,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,1390KG,,Manuelle,,,,,,N.C,N.C,N.C,,,,,,340nm1750tr/min,,2179CM³,,,,Disponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,2522mm,,16'',,,,,,1870mm,,,5413mm,,,,,4,,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,140CH,,7CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,N.C,,Avant,,,En hauteur et en profondeur,,,,11.5m³
citroen,jumper 2.2-l-hdi-l3h3-15m3#specs,94 900DTTTC,N.C,,,Avant conducteur,,,,Radar de recul,,Frontal conducteur,,,,1 prise 12 V,,,ESP,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,1470KG,,Manuelle,,,,,,N.C,N.C,N.C,,,,,,340nm1750tr/min,,2179CM³,,,,Disponible,,,,,,,,Diesel,,À distance,,,,,,3 ans,2760mm,,16'',,,,,,1870mm,,,5998mm,,,,,4,,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,140CH,,7CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,N.C,,Avant,,,En hauteur et en profondeur,,,,15m³
citroen,berlingo-multispace 1.6-l-hdi,103 900DTTTC,13.4s,,,,,,,,,Frontal conducteur,,,,,,,ESP,,,,AFU,,,,Radio numérique DAB,,,,,,,,Manuelle,,,,,Monospace,,,,Manuelle,,,Cache Bagages,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | 1 fente pour carte SD | Mirrorlink,4.3L/100 km,4.8L/100 km,5.1L/100 km,,,,,,215nm1750tr/min,,1560CM³,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Diesel,,À distance,,,,Éléctrique,,3 ans,1818mm,,16'',,,,,,1921mm,,,4410mm,,,,,4,,5,5 | 2 portes latérales coulissantes,5,,,,,,,,,,,92CH,,5CV,,,,,,,,Électriques | Dégivrants,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,160KM/H,,Avant,,,En hauteur et en profondeur,,,,
cupra,leon 1.4-tsi#specs,131 980DTTTC,8.2s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Protège-tête,,,,,,,ESC,,3,,,,,,Système Audio Beats,,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,,Automatique | 3 zones,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Mirrorlink,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,250nm1400tr/min,,1395CM³,,XDS,Dynamique,Disponible,,,,,Tactile | 12.3 pouces,,118g/km,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,Éléctrique,,3 ans,1442mm,Digital Cockpit,En aluminium | 18'',,,,,,1992mm,,,4398mm,,,Normal | Sport | Eco,,4,,5,5,8,,,,,Full LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants | Mémoire de position | Avec clignotants intégrés | Éclairage d'accueil à LED,Similicuir/Tissu,Eclairés | Baguettes dans les baies de porte,Conducteur à réglage électrique | Chauffants | Réglage lombaire | Fonction mémoire | Sport | Baquets,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,215KM/H,Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Avec palettes,En hauteur et en profondeur,380L,,1301L,
cupra,leon 1.4-tsi-sport#specs,141 980DTTTC,8.2s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Genoux | Protège-tête,,,,220 V,,,ESC,,3,,,,,,Système Audio Beats,,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,Noir,Automatique | 3 zones,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Mirrorlink,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,250nm1400tr/min,,1395CM³,,XDS,Dynamique,3 mois | En pré-commande,,,,,Tactile | 12.3 pouces,,118g/km,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,Éléctrique,,3 ans,1442mm,Digital Cockpit,En aluminium | 18'',,,,,,1992mm,,,4398mm,,,Normal | Sport | Eco,,4,,5,5,8,,,,,Full LED,,,Cuir,,,150CH,,8CV,,,Aluminium,,,,Anti-éblouissement,Électriques | Dégivrants | Mémoire de position | Avec clignotants intégrés | Éclairage d'accueil à LED | Carbone/Copper,Cuir,Eclairés | Baguettes dans les baies de porte,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport | Baquets,Conducteur et passager,,Noir,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,215KM/H,Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Avec palettes,En hauteur et en profondeur,380L,,1301L,
cupra,formentor 2.0-l-tsi-dsg-7-4drive-exclusive,167 980DTTTC,7.1s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Genoux conducteur | Protège-tête,,,,,,,ESC,,3,,,,,,9 haut-parleurs | Commandes au volant | Système Audio Beats | Subwoofer 340W,,,Noires,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique | 3 zones,,Accès mains libres,,,USB-C | Apple Carplay | Bluetooth | Commande vocale,5.8L/100 km,6.9L/100 km,8.8L/100 km,,,,,,320nm1500tr/min,,1998CM³,,XDS,Dynamique,Disponible,,,,,Tactile | 12 pouces HD,,,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,,,3 ans,1511mm,10.25'',En aluminium | 19'' | Bi-ton,,,,,,1839mm,,,4450mm,,,Normal | Sport | Eco,,4,,5,5,7,,,,Spéciale Mat +4000 DT,Directionnels | LED,,,,,,190CH,,11CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position,Tissu,Eclairés | Baguettes dans les baies de porte,Réglage lombaire | Sport,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,220KM/H,Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions | Avec palettes,En hauteur et en profondeur,420L,,,
dacia,sandero-stepway 1.0-l#specs,62 990DTTTC,11.9s,,,,,,,,,Frontaux,,,,,,,,,,,,,,,Media Control,,,,,,,,Manuelle,,,,,SUV,,,,Manuelle,,,,,,,7.2L/100 km,,,,,,,170nm2100tr/min,,999CM³,,,,Disponible,,,,,,Pare-chocs | Rétroviseurs,,Essence,,À distance,,,,,,2 ans ou 100.000 km,1580mm,,16'',,,,,,1784mm,,,4099mm,,,Eco,,3,,5,5,6,,,,,,,,,,,100CH,,6CV,,,,,,,,,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,177KM/H,,Avant,,,En hauteur et en profondeur,328L,,,
dacia,sandero-stepway 1.0-l-bva#specs,72 990DTTTC,11.9s,,,Avant,,,,Caméra de recul,,Frontaux | Latéraux,,,,,,,,,,,,,,,,,,,,,,,Automatique,,,,,SUV,,,,Automatique,,,,,,,7.2L/100 km,,,,,,,170nm2100tr/min,,999CM³,,,Électrique,Disponible,,,,,Tactile,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,,,,,,2 ans ou 100.000 km,1580mm,,En aluminium | 16'',,,,,,1784mm,,,4099mm,,,Eco,,3,,5,5,6,,,,,,,,,,,100CH,,6CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,177KM/H,,Avant/Arrière,,,En hauteur et en profondeur,328L,,,
dacia,sandero 1.0-l-tce,57 450DTTTC,11.9s,,,,,,,,,Frontaux,,,,,,,,,,,,,,,Commandes au volant,,,,,,,,Manuelle,,,,,Citadine,,,,Manuelle,,,,,USB | Bluetooth,5.1L/100 km,5.8L/100 km,7.1L/100 km,,,,,,170nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile,,,Essence,,À distance,,,,,,2 ans,1523mm,,15'',,,,,,1733mm,,,4057mm,,,,,3,,5,5,6,,,,,,,,,,,100CH,,5CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,177KM/H,,Avant,,,En hauteur et en profondeur,320L,,,
dacia,logan 1.0-l-tce-2023,62 500DTTTC,12.4s,,,,,,,,,Frontaux,,,,,,,,,,,,,,,,,,,,,,,Manuelle,,,,,Berline,,,,Manuelle,,,,,,,5.5L/100 km,,,,,,,160nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile,,,Essence,,À distance,,,,,,2 ans ou 100.000 km,1501mm,,15'',,,,,,1848mm,,,4396mm,,,,,3,,5,4,5,,,,,,,,,,,100CH,,5CV,,,,,,,,,Velours/Tissu,,,,,,,,,,,,,,,,,,,,Traction,,180KM/H,,Avant,,,En hauteur et en profondeur,528L,,1361L,
