Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
BMW,Série 3,2015,210 000 km,Automatique,7 cv,Essence,5,899,Propulsion,67
Mercedes-Benz,Classe C,2013,180 000 km,Automatique,9 cv,Essence,5,1560,Propulsion,66
Renault,Kadjar,2021,98 000 km,Automatique,7 cv,Essence,4,1595,Traction,83
Land,Rover Range Rover Sport,2007,208 000 km,Automatique,13 cv,Diesel,,1598,Propulsion,85
Audi,Q3,2023,40 000 km,Automatique,8 cv,Hybride,5,1799,Traction,200
KIA,Sportage,2018,140 000 km,Automatique,10 cv,Diesel,4,1000,Traction,118
Land,Rover Range Rover Sport,2020,80 000 km,Automatique,17 cv,Hybride,3,899,Intégrale,310
Audi,A3 Berline Ambition,2016,122 000 km,Automatique,6 cv,Essence,5,1598,Traction,65
KIA,Picanto GT-Line,2018,109 000 km,Automatique,5 cv,Essence,5,998,Traction,39
Audi,Q3 S-line,2011,237 000 km,Automatique,10 cv,Diesel,5,3000,Traction,63
KIA,Rio 5p EX,2019,69 000 km,Manuelle,5 cv,Essence,4,1200,Traction,47
Volkswagen,Passat,2016,193 500 km,Manuelle,7 cv,Essence,5,1999,Traction,55
Volkswagen,Golf 7 Style Plus,2019,158 800 km,Automatique,6 cv,Essence,4,1798,Traction,61
Renault,Grand Espace toute option,2024,2 000 km,Manuelle,5 cv,Diesel,4,1395,Traction,79
Volkswagen,Polo Sedan Highline,2021,84 000 km,Manuelle,5 cv,Essence,4,999,Traction,53
Audi,Q5,2013,157 000 km,Automatique,10 cv,Diesel,2,2498,Intégrale,89
BMW,X5 Pack M,2015,170 000 km,Automatique,13 cv,Diesel,5,1200,Intégrale,148
BMW,X4 Kit M,2021,47 000 km,Automatique,15 cv,Essence,2,1219,Traction,258
Volkswagen,Golf 8,2021,70 000 km,Manuelle,7 cv,Essence,4,1198,Traction,94
Hyundai,Tucson Top Grade,2020,80 000 km,Automatique,7 cv,Diesel,3,1199,Traction,98
BMW,X5,2016,102 000 km,Automatique,13 cv,Diesel,5,1200,Intégrale,168
Land,Rover Range Rover Sport,2016,96 000 km,Automatique,24 cv,Essence,4,1600,Propulsion,198
Peugeot,3008 GT-Line,2018,30 000 km,Automatique,9 cv,Essence,2,2000,Traction,95
Mercedes-Benz,GLE Coupé,2021,71 000 km,Automatique,8 cv,Hybride,5,1998,Propulsion,358
Ford,Puma Hybrid,2020,10 000 km,Manuelle,6 cv,Hybride,5,1598,Traction,79
Volkswagen,Golf 8 R-Line,2023,14 000 km,Automatique,8 cv,Essence,4,1999,Traction,158
Nissan,Qashqai,2018,97 000 km,Automatique,6 cv,Essence,5,1499,Traction,73
Mercedes-Benz,CLA AMG,2020,117 000 km,Automatique,6 cv,Diesel,2,5798,Traction,148
Mercedes-Benz,Classe A A 180 D,2020,161 000 km,Automatique,6 cv,Diesel,4,1498,Traction,108
Audi,Q3 Sportback S-Line,2020,15 000 km,Automatique,8 cv,Essence,2,1991,Traction,162
Mercedes-Benz,Classe A AMG,2022,44 000 km,Automatique,6 cv,Hybride,4,2000,Traction,148
Mercedes-Benz,Classe C,2022,71 000 km,Automatique,9 cv,Hybride,4,999,Propulsion,195
Toyota,C-HR,2020,165 000 km,Automatique,6 cv,Essence,5,1599,Traction,75
KIA,Cerato KOUP,2010,204 000 km,Manuelle,7 cv,Essence,5,1500,Traction,30
Seat,Ibiza,2020,36 000 km,Manuelle,4 cv,Essence,5,1199,Traction,54
Skoda,Octavia Style,2016,360 000 km,Automatique,8 cv,Essence,5,2700,Traction,36
Fiat,Panda City Cross,2021,82 675 km,Manuelle,4 cv,Essence,4,1198,Traction,38
Fiat,Doblo,2021,41 000 km,Manuelle,6 cv,Essence,5,1498,Traction,51
Volkswagen,Golf 7 importee toit pano,2019,65 000 km,Manuelle,5 cv,Essence,4,1998,Traction,73
Peugeot,3008,2014,143 000 km,Manuelle,7 cv,Essence,4,1498,Propulsion,37
Foton,Forland presque neuf,2020,34 000 km,Manuelle,9 cv,Diesel,5,1699,Traction,63
BMW,Série 1 Pack M,2014,200 000 km,Manuelle,7 cv,Essence,3,1560,Traction,59
Seat,Leon,2015,180 000 km,Manuelle,6 cv,Essence,5,1599,Intégrale,43
Haval,Jolion,2021,59 000 km,Automatique,9 cv,Essence,5,1599,Traction,85
Audi,A1 Sportback,2023,15 000 km,Automatique,6 cv,Essence,4,1500,Traction,115
